business_name,average_inspection_score,business_postal_code,business_latitude,business_longitude,business_location
La Taqueria Guadalajara,78.75,94110,37.752512,-122.415109,POINT (-122.415109 37.752512)
La Torta Gorda,88.25,94110,37.752813,-122.408799,POINT (-122.408799 37.752813)
Ladle & Leaf,91.08333333333333,94105,37.789064,-122.402861,POINT (-122.402861 37.789064)
Ladle and Leaf,91.14285714285714,94111,37.791151,-122.402403,POINT (-122.402403 37.791151)
Laguna Grove Care,98.0,94102,37.776955,-122.426292,POINT (-122.426292 37.776955)
Lahore Karahi,78.2,94109,37.785635,-122.414779,POINT (-122.414779 37.785635)
Lalita Thai Restaurant & Bar,83.33333333333333,94102,37.780989,-122.413686,POINT (-122.413686 37.780989)
Lao Table,85.0,94105,37.787343,-122.398902,POINT (-122.398902 37.787343)
Larkin Street Youth Center,86.0,94109,37.783845,-122.420429,POINT (-122.420429 37.783845)
Las Brisas,86.4,94110,37.747173,-122.418804,POINT (-122.418804 37.747173)
Las Isletas,71.0,94124,37.737021,-122.390043,POINT (-122.390043 37.737021)
Las Palmeras,75.75,94110,37.753463,-122.418536,POINT (-122.418536 37.753463)
Last Drop Tavern,84.66666666666667,94108,37.789883,-122.408666,POINT (-122.408666 37.789883)
Laureate,96.0,94115,37.787344,-122.446725,POINT (-122.446725 37.787344)
Lava Restaurant & Lounge,88.0,94107,37.780728,-122.396522,POINT (-122.396522 37.780728)
Le Central Bistro Corp,83.0,94108,37.790603,-122.405038,POINT (-122.405038 37.790603)
"Le Colonial, SF, LLC",98.0,94109,37.788108,-122.412394,POINT (-122.412394 37.788108)
Le Meridien SF Main Kitchen/Employee Cafeteria,97.0,94111,37.799005,-122.399862,POINT (-122.399862 37.799005)
Le Meridien SF Park Grill Restaurant & Bar,96.0,94111,37.799005,-122.399862,POINT (-122.399862 37.799005)
Le Petit Cafe,96.0,94111,37.795227,-122.39914,POINT (-122.39914 37.795227)
Le Petit Laurent,84.66666666666667,94131,37.734483,-122.433729,POINT (-122.433729 37.734483)
Le Regency,84.66666666666667,94108,37.793687,-122.396592,POINT (-122.396592 37.793687)
Leaping Lemur Cart,96.0,94132,37.721453,-122.48629,POINT (-122.48629 37.721453)
Leatherneck Steakhouse - Marines' Memorial Assn,91.33333333333333,94102,37.788954,-122.410467,POINT (-122.410467 37.788954)
Lebeau's Nob Hill Market,88.25,94109,37.792854,-122.416114,POINT (-122.416114 37.792854)
Lee's Deli,83.93333333333334,94111,37.791864,-122.399724,POINT (-122.399724 37.791864)
Lee's Sandwiches,72.5,94109,37.783664,-122.417635,POINT (-122.417635 37.783664)
Lers Ros Thai Noodle,85.25,94109,37.777017,-122.42143,POINT (-122.42143 37.777017)
Let's Eat,91.75,94124,37.731831,-122.391862,POINT (-122.391862 37.731831)
Levi Strauss & Co,100.0,94111,37.801913,-122.401743,POINT (-122.401743 37.801913)
Liang's Food,90.0,94133,37.796393,-122.408374,POINT (-122.408374 37.796393)
Liguria Bakery,83.0,94133,37.801407,-122.409296,POINT (-122.409296 37.801407)
Lil'Darlings,97.0,94133,37.798065,-122.406855,POINT (-122.406855 37.798065)
Limon Restaurant,81.0,94103,37.764437,-122.421885,POINT (-122.421885 37.764437)
Lincoln Way Shell,97.0,94122,37.766003,-122.464538,POINT (-122.464538 37.766003)
Linda's Deli,97.0,94116,37.742998,-122.477391,POINT (-122.477391 37.742998)
Lion Cart,83.0,94132,37.721453,-122.48629,POINT (-122.48629 37.721453)
Liquor & Deli On Union Square,94.0,94108,37.790034,-122.407104,POINT (-122.407104 37.790034)
Lite Bite,90.33333333333333,94123,37.797978,-122.428754,POINT (-122.428754 37.797978)
Little Caesars Pizza,94.0,94112,37.715986,-122.440039,POINT (-122.440039 37.715986)
Little Delhi India Restaurant,85.5,94102,37.784394,-122.409047,POINT (-122.409047 37.784394)
Little Saigon Deli,83.66666666666667,94105,37.792864,-122.392653,POINT (-122.392653 37.792864)
Little Star Pizza,100.0,94117,37.777488,-122.438257,POINT (-122.438257 37.777488)
Little Star Pizza Valencia,89.33333333333333,94103,37.766408,-122.422055,POINT (-122.422055 37.766408)
Little Vine,98.66666666666667,94133,37.801109,-122.407756,POINT (-122.407756 37.801109)
Live Sushi Bar,91.0,94103,37.764693,-122.403699,POINT (-122.403699 37.764693)
Live Sushi Bistro,81.0,94103,37.774759,-122.404133,POINT (-122.404133 37.774759)
Living Room Bar - W San Francisco,96.0,94103,37.785207,-122.400629,POINT (-122.400629 37.785207)
Local Diner,72.0,94102,37.778343,-122.415348,POINT (-122.415348 37.778343)
Local Roots Leidesdorff,87.5,94104,37.791275,-122.40201,POINT (-122.40201 37.791275)
Locali Mediterranean,89.5,94111,37.792027,-122.399686,POINT (-122.399686 37.792027)
Loi's Vietnamese Restaurant,84.5,94122,37.763428,-122.481736,POINT (-122.481736 37.763428)
Lolinda,87.66666666666667,94110,37.756698,-122.418951,POINT (-122.418951 37.756698)
Lombard Heights Market,99.0,94133,37.803103,-122.409744,POINT (-122.409744 37.803103)
Lombard Shell,96.0,94123,37.800468,-122.431434,POINT (-122.431434 37.800468)
Lombard Union 76,94.0,94123,37.799078,-122.442374,POINT (-122.442374 37.799078)
Lori's Diner,79.75,94102,37.789228,-122.408844,POINT (-122.408844 37.789228)
Lotta's Bakery,93.0,94109,37.792593,-122.421019,POINT (-122.421019 37.792593)
Lou's Cafe,87.88888888888889,94118,37.780543,-122.473129,POINT (-122.473129 37.780543)
Louie's Dim Sum,72.0,94133,37.797256,-122.408456,POINT (-122.408456 37.797256)
Loving Hut Vegan Cuisine,77.8,94103,37.784848,-122.406892,POINT (-122.406892 37.784848)
Luce Restaurant &  Bar,92.0,94103,37.781664,-122.404778,POINT (-122.404778 37.781664)
Lucky California #755,97.0,94132,37.733944,-122.490438,POINT (-122.490438 37.733944)
Lucky Creation Vegetarian Restaurant LLC,89.25,94108,37.795078,-122.407433,POINT (-122.407433 37.795078)
Lucky Horseshoe Bar LLC,95.2,94110,37.739161,-122.416967,POINT (-122.416967 37.739161)
Lucky's #756,93.0,94117,37.775947,-122.445656,POINT (-122.445656 37.775947)
Luen Fat Market,82.33333333333333,94133,37.796303,-122.408354,POINT (-122.408354 37.796303)
Luigi's Pizzeria,84.25,94133,37.80824,-122.410189,POINT (-122.410189 37.80824)
Luques Restaurant & Bar,87.0,94102,37.788673,-122.408524,POINT (-122.408524 37.788673)
M & M SHORTSTOP,84.0,94134,37.708427,-122.420353,POINT (-122.420353 37.708427)
M.P. Seafood Market,89.66666666666667,94133,37.795786,-122.409065,POINT (-122.409065 37.795786)
MAD DOG IN THE FOG,91.0,94117,37.772097,-122.430814,POINT (-122.430814 37.772097)
MAI'S VIETNAMESE RESTAURANT,91.5,94118,37.783048,-122.462641,POINT (-122.462641 37.783048)
MALCOLM X ELEMENTARY SCHOOL,98.66666666666667,94124,37.733741,-122.380619,POINT (-122.380619 37.733741)
MANIVANH THAI RESTAURANT,80.0,94110,37.752968,-122.407062,POINT (-122.407062 37.752968)
MANN MIDDLE SCHOOL,97.5,94110,37.753704,-122.420198,POINT (-122.420198 37.753704)
MANORA'S THAI CUISINE,85.0,94103,37.770748,-122.415137,POINT (-122.415137 37.770748)
MARCELLO'S PIZZA,98.0,94114,37.762057,-122.435145,POINT (-122.435145 37.762057)
MARCELLOS,87.0,94116,37.742498,-122.488722,POINT (-122.488722 37.742498)
MARCO POLO ITALIAN ICE CREAM,98.66666666666667,94116,37.742728,-122.481566,POINT (-122.481566 37.742728)
MARINA DELI,89.0,94123,37.800194,-122.440927,POINT (-122.440927 37.800194)
MARINA MIDDLE SCHOOL,92.16666666666667,94123,37.801776,-122.43641,POINT (-122.43641 37.801776)
MARINA SUBMARINE,86.0,94123,37.796893,-122.436847,POINT (-122.436847 37.796893)
MARINA SUPER,84.0,94123,37.800124,-122.441497,POINT (-122.441497 37.800124)
MARIPOSA HUNTERS POINT YACHT CLUB,97.0,94107,37.77325,-122.387222,POINT (-122.387222 37.77325)
MARNEE THAI RESTAURANT,79.0,94122,37.758941,-122.48591,POINT (-122.48591 37.758941)
MARRAKECH MORROCAN RESTAURANT,91.66666666666667,94102,37.785924,-122.411629,POINT (-122.411629 37.785924)
MARTHA & BROS COFFEE CO,88.75,94110,37.738927,-122.414757,POINT (-122.414757 37.738927)
MARTHA & BROS. COFFEE CO,89.0,94131,37.745974,-122.426856,POINT (-122.426856 37.745974)
MARTIN DE PORRES HOUSE OF HOSP,87.0,94103,37.766759,-122.407571,POINT (-122.407571 37.766759)
MARTIN L. KING MIDDLE SCHOOL,97.5,94134,37.728088,-122.404921,POINT (-122.404921 37.728088)
MASON DINER,91.33333333333333,94102,37.786458,-122.409677,POINT (-122.409677 37.786458)
MAY FLOWER MKT.,85.66666666666667,94115,37.792455,-122.434474,POINT (-122.434474 37.792455)
MCDONALD'S #7413,98.0,94124,37.742331,-122.405736,POINT (-122.405736 37.742331)
MCKINLEY ELEMENTARY SCHOOL,98.2,94114,37.767231,-122.436377,POINT (-122.436377 37.767231)
"MEALS ON WHEELS OF SF, INC.",100.0,94124,37.739891,-122.3848,POINT (-122.3848 37.739891)
MEL'S DRIVE-IN,88.33333333333333,94118,37.781404,-122.454937,POINT (-122.454937 37.781404)
MELS DRIVE IN,85.0,94123,37.799684,-122.437106,POINT (-122.437106 37.799684)
MELS DRIVE-IN,84.6,94109,37.785358,-122.421357,POINT (-122.421357 37.785358)
MENKEE WONTON,74.25,94122,37.753954,-122.481866,POINT (-122.481866 37.753954)
MEXICO AU PARC,77.5,94107,37.782218,-122.393423,POINT (-122.393423 37.782218)
MICADO  RESTAURANT,84.33333333333333,94122,37.763468,-122.480646,POINT (-122.480646 37.763468)
MICHAELIS WINE & SPIRITS,87.5,94123,37.797138,-122.435334,POINT (-122.435334 37.797138)
MIKI RESTAURANT,81.33333333333333,94121,37.775663,-122.497949,POINT (-122.497949 37.775663)
"MING TAI WUN TUN NOODLE, INC.",89.0,94122,37.753614,-122.490219,POINT (-122.490219 37.753614)
MING'S DINER,71.0,94116,37.742433,-122.489069,POINT (-122.489069 37.742433)
MINI CAFE,69.0,94102,37.775867,-122.419356,POINT (-122.419356 37.775867)
MINT,96.0,94102,37.778492,-122.418291,POINT (-122.418291 37.778492)
MIRALOMA ELEMENTARY SCHOOL,99.33333333333333,94127,37.739266,-122.450227,POINT (-122.450227 37.739266)
MISSION ED. CENTER ELEMENTARY,98.5,94131,37.742294,-122.43104,POINT (-122.43104 37.742294)
MISSION HIGH SCHOOL,99.0,94114,37.761425,-122.427293,POINT (-122.427293 37.761425)
MISSION YMCA SENIOR MEALS PROGRAM,95.66666666666667,94112,37.732292,-122.427831,POINT (-122.427831 37.732292)
MITCHELLS ICE CREAM,96.0,94110,37.744122,-122.422722,POINT (-122.422722 37.744122)
MONG THU COFFEE SHOP,87.0,94102,37.783041,-122.415719,POINT (-122.415719 37.783041)
MONGKOK DIM SUM & RESTAURANT,88.0,94122,37.753678,-122.489972,POINT (-122.489972 37.753678)
MONROE ELEMENTARY SCHOOL,99.66666666666667,94112,37.725199,-122.430106,POINT (-122.430106 37.725199)
MONROE RESIDENCE CLUB,87.0,94109,37.791178,-122.423703,POINT (-122.423703 37.791178)
MONTE CRISTO SOCIAL CLUB,94.0,94107,37.764627,-122.396764,POINT (-122.396764 37.764627)
MOONLIGHT CAFE,92.25,94110,37.738923,-122.415293,POINT (-122.415293 37.738923)
MORNING DUE,86.33333333333333,94104,37.762939,-122.428473,POINT (-122.428473 37.762939)
MOSCONE ELEMENTARY SCHOOL,99.0,94110,37.756231,-122.412293,POINT (-122.412293 37.756231)
MOSCOW & TBILSI BAKERY STORE,89.0,94121,37.780439,-122.478982,POINT (-122.478982 37.780439)
MOSHI MOSHI,92.0,94107,37.763187,-122.388895,POINT (-122.388895 37.763187)
MOULIN ROUGE,92.2,94109,37.786084,-122.417889,POINT (-122.417889 37.786084)
MOZZARELLA DI BUFALA PIZZERIA II,90.5,94127,37.740052,-122.466544,POINT (-122.466544 37.740052)
MR. PICKLE'S SANDWICH SHOP,88.6,94110,37.758817,-122.416522,POINT (-122.416522 37.758817)
MUDDY WATERS,96.66666666666667,94110,37.764484,-122.421815,POINT (-122.421815 37.764484)
MV Vallejo,98.0,94133,37.808494,-122.412,POINT (-122.412 37.808494)
MY FAVORITE CAFE,80.66666666666667,94121,37.782169,-122.481942,POINT (-122.481942 37.782169)
Ma's Dim Sum & Cafe,74.5,94133,37.796683,-122.410134,POINT (-122.410134 37.796683)
Macedonia Missionary Baptist Church,94.0,94115,37.78576,-122.435479,POINT (-122.435479 37.78576)
Macy's Cellar,99.33333333333333,94102,37.786548,-122.407313,POINT (-122.407313 37.786548)
Macy's West - Starbucks Coffee Company,99.0,94102,37.787423,-122.407417,POINT (-122.407417 37.787423)
Maggie Cafe,92.66666666666667,94108,37.794898,-122.406356,POINT (-122.406356 37.794898)
Magic Flute Restaurant,84.33333333333333,94118,37.787373,-122.453117,POINT (-122.453117 37.787373)
Main Kitchen-Mission Grille,93.0,94103,37.784964,-122.404752,POINT (-122.404752 37.784964)
Mamas on Washington Square,83.0,94133,37.801554,-122.409434,POINT (-122.409434 37.801554)
Man Sung Company,92.0,94133,37.797129,-122.406807,POINT (-122.406807 37.797129)
Mandalay Restaurant,89.0,94118,37.785117,-122.464041,POINT (-122.464041 37.785117)
Mango Medley,84.0,94122,37.760454,-122.503939,POINT (-122.503939 37.760454)
Mangrove Kitchen,81.33333333333333,94117,37.772458,-122.437247,POINT (-122.437247 37.772458)
Manhattan Hub Inc,84.0,94104,37.793693,-122.401194,POINT (-122.401194 37.793693)
Manila Oriental Market,78.0,94112,37.730569,-122.429418,POINT (-122.429418 37.730569)
Manna,79.5,94122,37.763983,-122.46709,POINT (-122.46709 37.763983)
Manzoni,98.0,94131,37.73473,-122.433823,POINT (-122.433823 37.73473)
Mara's,90.0,94133,37.799501,-122.409084,POINT (-122.409084 37.799501)
Marche Club of S.F.,93.0,94112,37.727983,-122.432101,POINT (-122.432101 37.727983)
Marcus Rios,98.0,94103,37.76824,-122.420035,POINT (-122.420035 37.76824)
Marina Meats Inc.,91.0,94123,37.799944,-122.442716,POINT (-122.442716 37.799944)
Marina Pizza & Pasta,92.0,94123,37.799716,-122.436685,POINT (-122.436685 37.799716)
Marina Sushi Bar,87.0,94123,37.800028,-122.434864,POINT (-122.434864 37.800028)
Marina Theatre,82.5,94123,37.800483,-122.438567,POINT (-122.438567 37.800483)
Marines Memorial Club - Banquet,89.66666666666667,94102,37.788954,-122.410467,POINT (-122.410467 37.788954)
"Mariposa Baking Co., Inc.",99.0,94111,37.795225,-122.39377,POINT (-122.39377 37.795225)
Market May Flower & Deli,98.66666666666667,94109,37.789531,-122.413428,POINT (-122.413428 37.789531)
Marketbar,88.5,94111,37.795225,-122.39377,POINT (-122.39377 37.795225)
Marnee Thai Restaurant,90.0,94122,37.763343,-122.481809,POINT (-122.481809 37.763343)
Marshall Elementary School,97.4,94103,37.766864,-122.419014,POINT (-122.419014 37.766864)
Martita Restaurant,82.66666666666667,94112,37.714843,-122.44244,POINT (-122.44244 37.714843)
Martita's Restaurant,70.5,94124,37.722776,-122.392864,POINT (-122.392864 37.722776)
Maru Sushi,90.66666666666667,94102,37.789664,-122.408724,POINT (-122.408724 37.789664)
Mason Street Deli and Market,92.0,94102,37.784094,-122.409274,POINT (-122.409274 37.784094)
Matador,89.66666666666667,94102,37.788823,-122.411507,POINT (-122.411507 37.788823)
Matching Half,93.5,94115,37.777363,-122.441446,POINT (-122.441446 37.777363)
Mau Restaurant,81.33333333333333,94110,37.762381,-122.42156,POINT (-122.42156 37.762381)
"Mavelous, LLC",87.0,94102,37.776144,-122.418058,POINT (-122.418058 37.776144)
Maven Restaurant,96.0,94117,37.771937,-122.431934,POINT (-122.431934 37.771937)
Mayes,82.0,94109,37.788313,-122.420254,POINT (-122.420254 37.788313)
Maykadeh Restaurant,93.5,94133,37.799758,-122.407113,POINT (-122.407113 37.799758)
McAllister Grocery & Deli,86.5,94102,37.780916,-122.414312,POINT (-122.414312 37.780916)
McAuley Adolescent Special Education,96.8,94117,37.773657,-122.454417,POINT (-122.454417 37.773657)
McCALL ASSOCIATES,98.0,94110,37.764359,-122.410594,POINT (-122.410594 37.764359)
McCormick & Kuleto's Seafood Restaunt,95.66666666666667,94109,37.805427,-122.422854,POINT (-122.422854 37.805427)
McDONALD'S,90.75,94110,37.765507,-122.407565,POINT (-122.407565 37.765507)
McGarden Bakery,80.5,94112,37.716691,-122.440719,POINT (-122.440719 37.716691)
Mediterrean Food,83.5,94122,37.760598,-122.503259,POINT (-122.503259 37.760598)
Mee Mee Bakery,88.0,94133,37.797935,-122.408581,POINT (-122.408581 37.797935)
Mel's Drive-In,90.33333333333333,94103,37.78355,-122.405356,POINT (-122.405356 37.78355)
Mela Tandoori Kitchen,84.0,94102,37.781168,-122.419494,POINT (-122.419494 37.781168)
Mendelsohn House,96.66666666666667,94107,37.783155,-122.399647,POINT (-122.399647 37.783155)
Mercury Cafe,94.0,94102,37.773887,-122.424182,POINT (-122.424182 37.773887)
Metro Caffe,96.0,94117,37.771771,-122.430445,POINT (-122.430445 37.771771)
Metropolitan Club,95.0,94102,37.788937,-122.411074,POINT (-122.411074 37.788937)
Metropolitan Lounge (aka: The Lookout),91.0,94114,37.764248,-122.433392,POINT (-122.433392 37.764248)
Mi Pueblito Market,86.25,94110,37.752813,-122.418496,POINT (-122.418496 37.752813)
Mi Ranchito Produce,90.75,94110,37.762344,-122.419386,POINT (-122.419386 37.762344)
Mi Tierra Market,79.33333333333333,94110,37.764665,-122.419558,POINT (-122.419558 37.764665)
Michael Mina Restaurant,86.33333333333333,94111,37.793338,-122.399583,POINT (-122.399583 37.793338)
Michael's Food Store,96.0,94109,37.805463,-122.422156,POINT (-122.422156 37.805463)
Michelangelo Caffe,96.0,94133,37.800166,-122.410006,POINT (-122.410006 37.800166)
Mid City Market,85.0,94109,37.786197,-122.417614,POINT (-122.417614 37.786197)
Midway Grill (Snack Shop),92.0,94103,37.723698,-122.495289,POINT (-122.495289 37.723698)
Miette,100.0,94111,37.795225,-122.39377,POINT (-122.39377 37.795225)
"Miette Cakes, LLC",93.33333333333333,94102,37.776257,-122.424648,POINT (-122.424648 37.776257)
Mifune Bistro,86.5,94115,37.785227,-122.431472,POINT (-122.431472 37.785227)
Mijita,86.5,94111,37.795225,-122.39377,POINT (-122.39377 37.795225)
Mikaku Restaurant,84.33333333333333,94108,37.789995,-122.405484,POINT (-122.405484 37.789995)
Mike Market,94.5,94124,37.736484,-122.398418,POINT (-122.398418 37.736484)
Milan,86.66666666666667,94102,37.786748,-122.413404,POINT (-122.413404 37.786748)
Miller's East Coast Deli,84.0,94109,37.792784,-122.421164,POINT (-122.421164 37.792784)
Mint,89.0,94102,37.780247,-122.418974,POINT (-122.418974 37.780247)
Mission Bay Cafe,91.5,94158,37.770518,-122.386525,POINT (-122.386525 37.770518)
Mission Beach Cafe,67.5,94103,37.768035,-122.42448,POINT (-122.42448 37.768035)
Mission Bowling Club,91.25,94110,37.763628,-122.416652,POINT (-122.416652 37.763628)
Mission Cheese,92.0,94110,37.761147,-122.421534,POINT (-122.421534 37.761147)
Mission Creek Senior Community,94.0,94107,37.775278,-122.393873,POINT (-122.393873 37.775278)
Mission Groceteria,94.5,94110,37.754298,-122.411272,POINT (-122.411272 37.754298)
Mission Hunan Restaurant,79.5,94103,37.765142,-122.419026,POINT (-122.419026 37.765142)
Mission Martco,95.33333333333333,94112,37.716782,-122.440816,POINT (-122.440816 37.716782)
Mission Minis,94.0,94110,37.755555,-122.41808,POINT (-122.41808 37.755555)
Mission Neighborhood Centers,97.0,94110,37.761007,-122.418215,POINT (-122.418215 37.761007)
Mission Shell,94.0,94110,37.740018,-122.423518,POINT (-122.423518 37.740018)
Mission Street Pantry,96.0,94103,37.784964,-122.404752,POINT (-122.404752 37.784964)
Mission dolores Academy,98.5,94114,37.764488,-122.428031,POINT (-122.428031 37.764488)
Missionaries of Charity,97.33333333333333,94112,37.712268,-122.455421,POINT (-122.455421 37.712268)
Mixt Greens/Mixt,89.4090909090909,94105,37.788426,-122.399371,POINT (-122.399371 37.788426)
Miyako,83.33333333333333,94115,37.783017,-122.432584,POINT (-122.432584 37.783017)
Mo's Grill,81.0,94133,37.799058,-122.407217,POINT (-122.407217 37.799058)
Modera Liquor & Wine,96.0,94118,37.780834,-122.46659,POINT (-122.46659 37.780834)
Molinari Delicatessen,87.0,94133,37.798556,-122.407707,POINT (-122.407707 37.798556)
Mollie Stone's Castro Market,92.0,94114,37.760773,-122.436389,POINT (-122.436389 37.760773)
Mollie Stone's Grand Central Market,90.66666666666667,94115,37.788773,-122.434697,POINT (-122.434697 37.788773)
Mollie Stone's Grand Central Market (Mezzanine Level),89.0,94115,37.788773,-122.434697,POINT (-122.434697 37.788773)
Mollie Stone's Tower Market,91.33333333333333,94127,37.744876,-122.452425,POINT (-122.452425 37.744876)
Momma's Kitchen,88.33333333333333,94103,37.774722,-122.406761,POINT (-122.406761 37.774722)
Monroe,93.0,94133,37.798054,-122.405017,POINT (-122.405017 37.798054)
Morning Brew Cafe,83.5,94111,37.794024,-122.401299,POINT (-122.401299 37.794024)
Morton's Chicago Steakhouse,92.33333333333333,94102,37.78833,-122.408525,POINT (-122.408525 37.78833)
Moscone Center West -  2nd Flr. Pantry,98.0,94103,37.783257,-122.402816,POINT (-122.402816 37.783257)
Moscone Center West -  3 Flr. Pantry,96.0,94103,37.783257,-122.402816,POINT (-122.402816 37.783257)
Moscone Center West - 1st Flr. Pantry,98.0,94103,37.783257,-122.402816,POINT (-122.402816 37.783257)
Moscone Center West - Bsmt Kitchen,90.5,94103,37.783257,-122.402816,POINT (-122.402816 37.783257)
Moscone Convention Center - Stand #2,96.0,94103,37.784128,-122.401533,POINT (-122.401533 37.784128)
Moscone Convention Center - Stand #3,95.0,94103,37.784128,-122.401533,POINT (-122.401533 37.784128)
Moscone Convention Center - Stand #4,92.0,94103,37.784128,-122.401533,POINT (-122.401533 37.784128)
Moscone Ctr. Northside Cafe/Cafe D,90.0,94103,37.784128,-122.401533,POINT (-122.401533 37.784128)
Mother Goose School,97.16666666666667,94121,37.783013,-122.488126,POINT (-122.488126 37.783013)
Mow Lee Company,85.0,94108,37.793907,-122.405863,POINT (-122.405863 37.793907)
Moyo's Yogurt,95.0,94115,37.785457,-122.430317,POINT (-122.430317 37.785457)
Mozzeria,90.5,94103,37.764758,-122.424872,POINT (-122.424872 37.764758)
Mr. Pizza Man,87.5,94110,37.756133,-122.408164,POINT (-122.408164 37.756133)
Mr. and Mrs. Miscellaneous,100.0,94107,37.757908,-122.388189,POINT (-122.388189 37.757908)
Mrs. Fields Cookies,92.875,94103,37.784317,-122.407563,POINT (-122.407563 37.784317)
"Muddy Waters Coffee House, Inc.",91.5,94110,37.751868,-122.420665,POINT (-122.420665 37.751868)
Munchboxx,88.0,94111,37.794554,-122.403827,POINT (-122.403827 37.794554)
Muracci's Japanese Restaurant,81.33333333333333,94108,37.790924,-122.404094,POINT (-122.404094 37.790924)
Murphy's,81.66666666666667,94108,37.790125,-122.403924,POINT (-122.403924 37.790125)
Muskaan Cuisine of India,92.5,94105,37.792577,-122.393992,POINT (-122.393992 37.792577)
My Canh Restaurant,84.0,94133,37.797828,-122.407474,POINT (-122.407474 37.797828)
My Father's Kitchen LLC,81.0,94115,37.785013,-122.439844,POINT (-122.439844 37.785013)
My Ivy Corp.,83.33333333333333,94115,37.787323,-122.440323,POINT (-122.440323 37.787323)
Mymy,93.5,94109,37.790798,-122.419214,POINT (-122.419214 37.790798)
NABILA'S HAYES VALLEY HEALTH FOOD,93.0,94102,37.776524,-122.425607,POINT (-122.425607 37.776524)
NAPOLI PIZZA RESTAURANT,82.0,94109,37.786545,-122.419894,POINT (-122.419894 37.786545)
NEIGHBORHOOD BAPTIST CHURCH,98.0,94102,37.776504,-122.426446,POINT (-122.426446 37.776504)
NEW CASTILLITO INC.,91.75,94110,37.76356,-122.419582,POINT (-122.419582 37.76356)
NEW COLLEGE HILL MARKET,98.0,94110,37.736021,-122.424503,POINT (-122.424503 37.736021)
NEW EMMY'S RESTAURANT,75.0,94127,37.725404,-122.462776,POINT (-122.462776 37.725404)
NEW ERITREA RESTAURANT,92.0,94122,37.763964,-122.467639,POINT (-122.467639 37.763964)
NEW STAR MARKET,94.0,94103,37.768274,-122.419299,POINT (-122.419299 37.768274)
NEW SUNSET ELEMENTARY SCHOOL,100.0,94116,37.750928,-122.499814,POINT (-122.499814 37.750928)
NEW TRADITIONS ALTERNATIVE SCHOOL,99.33333333333333,94117,37.774333,-122.450327,POINT (-122.450327 37.774333)
NEW TSING TAO RESTAURANT,79.0,94127,37.740654,-122.465389,POINT (-122.465389 37.740654)
NEW WING HING SEAFOOD MARKET,80.0,94121,37.782118,-122.483191,POINT (-122.483191 37.782118)
NICK'S SUPER MARKET,100.0,94117,37.774017,-122.423184,POINT (-122.423184 37.774017)
NOAH'S BAGELS,76.0,94133,37.800653,-122.437386,POINT (-122.437386 37.800653)
NOAH'S NEW YORK BAGELS #2105,92.25,94132,37.733944,-122.490438,POINT (-122.490438 37.733944)
NOAH'S NEW YORK BAGELS #2120,82.0,94118,37.786564,-122.451887,POINT (-122.451887 37.786564)
NOAH'S NEW YORK BAGELS #2147,89.25,94103,37.765708,-122.409002,POINT (-122.409002 37.765708)
NOC NOC,90.0,94117,37.771964,-122.431336,POINT (-122.431336 37.771964)
NOE BAGEL,91.33333333333333,94114,37.751493,-122.430439,POINT (-122.430439 37.751493)
NOE HILL MARKET,97.33333333333333,94114,37.759393,-122.432839,POINT (-122.432839 37.759393)
NOE VALLEY BAKERY & BREAD CO.,96.33333333333333,94114,37.751314,-122.433409,POINT (-122.433409 37.751314)
NOE VALLEY MARKET,97.0,94114,37.765728,-122.433275,POINT (-122.433275 37.765728)
NORDSTROM BAZILLE,91.2,94103,37.784317,-122.407563,POINT (-122.407563 37.784317)
NORIEGA TERIYAKI HOUSE,81.0,94122,37.753953,-122.482629,POINT (-122.482629 37.753953)
NORM'S MARKET,95.0,94110,37.759045,-122.409726,POINT (-122.409726 37.759045)
NORMAN'S LIQUOR & DELI,94.75,94132,37.714204,-122.469193,POINT (-122.469193 37.714204)
NORTH BEACH PIZZA,87.4,94116,37.767286,-122.453075,POINT (-122.453075 37.767286)
NY FRANKFURTER / COFFEE CART,100.0,94102,37.779847,-122.418985,POINT (-122.418985 37.779847)
Nabe,93.0,94122,37.758941,-122.48591,POINT (-122.48591 37.758941)
Naked Fish Sushi & Lounge Inc,92.0,94123,37.800685,-122.43771,POINT (-122.43771 37.800685)
Naked Lunch,92.0,94133,37.798028,-122.405673,POINT (-122.405673 37.798028)
Nama Sushi,83.5,94107,37.777398,-122.392391,POINT (-122.392391 37.777398)
Naples Pizzarella,88.5,94112,37.714324,-122.436512,POINT (-122.436512 37.714324)
Napoleon Super Bakery Corp,80.75,94108,37.795594,-122.408204,POINT (-122.408204 37.795594)
Napoli Market,95.0,94133,37.802067,-122.409457,POINT (-122.409457 37.802067)
"Natural Market, Inc.",95.33333333333333,94115,37.788113,-122.432147,POINT (-122.432147 37.788113)
Natural Sensations,94.66666666666667,94132,37.720894,-122.478029,POINT (-122.478029 37.720894)
Neiman Marcus - Rotunda,96.66666666666667,94108,37.787108,-122.406409,POINT (-122.406409 37.787108)
Neiman Marcus On The Square,94.0,94108,37.791586,-122.408452,POINT (-122.408452 37.791586)
New Asia Restaurant,69.0,94133,37.796808,-122.407964,POINT (-122.407964 37.796808)
New Bosworth Market,91.0,94112,37.733466,-122.428086,POINT (-122.428086 37.733466)
New Casa Maria,83.0,94110,37.753844,-122.416396,POINT (-122.416396 37.753844)
